UPC,BRAND,BRAND VARIANT,PROMOTION,PRODUCT COUNT,PACK COUNT,SHAPE,SIZE,PRICE,COMMENT,VIEW
999999982019,STARBUCKS,CARAMEL FLAVORED GROUND COFFEE WITH OTHER NATURAL FLAVOR,,16 COUNT,1 PACK,BOX,5.7 OZ,10.98,,
999999982020,STARBUCKS,FRENCH ROAST INTENSE & SMOKY DARK ROAST GROUND COFFEE,,32 COUNT,1 PACK,BOX,13.5 OZ,19.98,,
999999982021,STARBUCKS,FRENCH ROAST INTENSE & SMOKY DARK ROAST GROUND COFFEE,,16 COUNT,1 PACK,BOX,6.7 OZ,10.98,,
999999982022,DUNKIN' DONUTS,MEDIUM ROAST ORIGINAL BLEND COFFEE,,32 COUNT,1 PACK,BOX,11.86 OZ,22.98,,
999999982023,DUNKIN' DONUTS,MEDIUM ROAST DECAF COFFEE,,16 COUNT,1 PACK,BOX,5.93 OZ,11.89,,
999999982024,DUNKIN' DONUTS,ARTIFICALLY FLAVORED FRENCH VANILLA COFFE,,16 COUNT,1 PACK,BOX,5.93 OZ,10.38,,
999999982025,GEVALIA ,KAFFE COLOMBIA MEDIUM – BODIED RICH AND BRIGHT 100% ARABICA COFFEE MEDIUM,,18 COUNT,1 PACK,BOX,6.2 OZ,10.94,,
999999982026,GEVALIA ,KAFFE DARK ROYAL ROAST FULL – BODIED, BOLD 100% ARABICA COFFEE DARK,18 COUNT,1 PACK,BOX,6.2 OZ,10.94,,
999999982027,CINNABON,CLASSIC CINNAMON ROLL NATURAL AND ARTIFICALLY FLAVORED COFFEE,,18 COUNT,1 PACK,BOX,6 OZ,9.98,,
999999982028,GLORIA JEAN'S,HAZELNUT ARTIFICALLY FLAVORED COFFEE MEDIUM FLAVORED,,18 COUNT,1 PACK,BOX,6 OZ,9.98,,
999999982029,MAXWELL HOUSE ,HOUSE BLEND MEDIUM COFFEE,,18 COUNT,1 PACK,BOX,5.57 OZ,9.48,,
999999982030,EIGHT O’CLOCK,THE ORIGINAL MEDIUM ROAST COFFEE,,18 COUNT,1 PACK,BOX,,9.98,,
999999982031,MCCAFE,BREAKFAST BLEND COFFEE RICH & VIBRANT 100% ARABICA BEANS LIGHT,,18 COUNT,1 PACK,BOX,6.2 OZ,9.98,,
999999982032,MCCAFE,PREMIUM ROAST SMOOTH & BALANCED 100% ARABICA BEANS MEDIUM,,18 COUNT,1 PACK,BOX,6.2 OZ,9.98,,
999999982033,MCCAFE,PREMIUM ROAST SMOOTH & BALANCED 100% ARABICA BEANS DECAF PREMIUM,,18 COUNT,1 PACK,BOX,6.2 OZ,9.98,,
999999982034,MCCAFE,PREMIUM ROAST SMOOTH & BALANCED 100% ARABICA BEANS MEDIUM,VALUE PACK,36 COUNT,1 PACK,BOX,17.4 OZ,18.68,,
999999982035,FOLGERS,CLASSIC ROAST MEDIUM ROAST COFFEE,,18 COUNT,1 PACK,BOX,5.08 OZ,10.98,,
999999982036,KEURIG HOT FOLGERS,CARAMEL DRIZZLE,,18 COUNT,1 PACK,BOX,5.71 OZ,10.98,,
999999982037,KEURIG HOT FOLGERS,100% COLOMBIAN MED DARK,,18 COUNT,1 PACK,BOX,5.71 OZ,10.98,,
999999982038,FOLGERS,HAZELNUT CREAM  ARTIFICALLY FLAVORED COFFEE,,18 COUNT,1 PACK,BOX,5.71 OZ,10.98,,
999999982039,KEURIG HOT FOLGERS,VANILLA BISCOTTI,,18 COUNT,1 PACK,BOX,5.71 OZ,10.98,,
999999982040,KEURIG HOT FOLGERS,MORNING CAFE LIGHT,,18 COUNT,1 PACK,BOX,5.71 OZ,10.98,,
999999982041,FOLGERS,BLACK SILK DARK ROAST COFFE,,18 COUNT,1 PACK,BOX,5.08 OZ,10.98,,
999999982042,FOLGERS,BLACK SILK DARK ROAST COFFE,,36 COUNT,1 PACK,BOX,10.16 OZ,19.98,,
999999982043,GREAT VALUE,100% ARABICA BLONDE GROUND COFFEE MEDIUM NUTTY & CITRUSY,,12 COUNT,1 PACK,BOX,5.08 OZ,4.47,,
999999982044,GREAT VALUE,100% ARABICA BLONDE GROUND COFFEE MEDIUM NUTTY & CITRUSY,,48 COUNT,1 PACK,BOX,20.31 OZ,14.98,,
999999982045,KEURIG NEWMAN'S OWN,ORGANIC NEWMAN'S SPECIAL BLEND MEDIUM ROAST COFFEE EXTRA BOLD,,18 COUNT,1 PACK,BOX,7.2 OZ,9.98,,
999999982046,GREEN MOUNTAIN,HALF CAFF HALF CAFFEINE MEDIUM ROAST COFFEE,,18 COUNT,1 PACK,BOX,5.9 OZ,9.98,,
999999982047,GREAT VALUE,100% ARABICA HOUSE BLEND GROUND COFFEE MEDIUM BOLD & NUTTY,,12 COUNT,1 PACK,BOX,5.08 OZ,4.47,,
999999982048,GREAT VALUE,100% ARABICA DONUT SHOP GROUND COFFEE MEDIUM BRIGHT & BALANCED,,12 COUNT,1 PACK,BOX,4.6 OZ,4.12,,
999999982049,GREAT VALUE,100% ARABICA BREAKFAST BLEND GROUND COFFEE MEDIUM BRIGHT & CITRUSY,,12 COUNT,1 PACK,BOX,3.9 OZ,4.47,,
999999982050,GREAT VALUE,100% ARABICA BREAKFAST BLEND GROUND COFFEE MEDIUM BRIGHT & CITRUSY,,48 COUNT,1 PACK,BOX,15.9 OZ,14.98,,
999999982051,GREEN MOUNTAIN,NANTUCKET BLEND MEDIUM ROAST,,18 COUNT,1 PACK,BOX,6 OZ,9.98,,
999999982052,THE ORIGINAL DONUT SHOP,COCONUT MOCHA ARTIFICALLY FLAVORED MEDIUM ROAST COFEE,,18 COUNT,1 PACK,BOX,6.2 OZ,9.98,,
999999982053,GREAT VALUE,100% ARABICA COLOMBIAN GROUND COFFEE MEDIUM BRIGHT & FRUITY,,48 COUNT,1 PACK,BOX,15.9 OZ,14.98,,
999999982054,GREAT VALUE,LATTE MIX CHAI LATTE NATURAL FLAVOR WITH OTHER NATURAL FLAVORS,,18 COUNT,1 PACK,BOX,9.84 OZ,5.94,,
999999982055,GREAT VALUE,CAPPUCCINO MIX HAZELNUT NATURALLY FLAVORED,,18 COUNT,1 PACK,BOX,9.52 OZ,5.94,,
999999982056,GREAT VALUE,CAPPUCCINO MIX CARAMEL NATURAL FLAVOR WITH OTHER NATURAL FLAVORS,,18 COUNT,1 PACK,BOX,9.52 OZ,5.94,,
999999982057,GREAT VALUE,CAPPUCCINO MIX FRENCH VANILLA NATURAL FLAVOR WITH OTHER NATURAL FLAVORS,,18 COUNT,1 PACK,BOX,9.52 OZ,5.94,,
999999982058,MAXWELL HOUSE ,THE ORIGINAL ROAST MEDIUM,,18 COUNT,1 PACK,BOX,6.2 OZ,9.48,,
999999982059,REVV,STRONG COFFEE NO SURRENDER MOST DARK ROAST COFFEE,,16 COUNT,1 PACK,BOX,8 OZ,9.98,,
999999982060,MAX BOOST,MAXWELL HOUSE 1.75X MORE CAFFEINE MEDIUM ROAST,,18 COUNT,1 PACK,BOX,7.16 OZ,9.94,,
999999982061,STARBUCKS,VANILLA CAFFE LATTE SPECIALLY COFFEE BEVERAGES,,9 COUNT,1 PACK,BOX,12.9 OZ,10.98,,
999999982062,STARBUCKS,CARAMEL CAFFE LATTE SPECIALLY COFFEE BEVERAGES,,9 COUNT,1 PACK,BOX,13.2 OZ,10.98,,
999999982063,CAFE ESCAPES,CAFE VANILLA,,16 COUNT,1 PACK,BOX,7.94 OZ,9.98,,
999999982064,KRISPY KREME DOUGHNUTS,CLASSIC MEDIUM ROAST COFFEE BRIGHT & SMOOTH,,18 COUNT,1 PACK,BOX,5.9 OZ,9.98,,
999999982065,SPICED APPLE CIDER,ORIGINAL INSTANT DRINK MIX,,18 COUNT,1 PACK,BOX,14.59 OZ,8.98,,
999999982066,CAFE BUSTELO,ESTILO ESPRESSO STYLE CAFE TOATADO OSCURO DARK ROAST COFFEE,,18 COUNT,1 PACK,BOX,6.67 OZ,10.98,,
999999982067,CAFE ESCAPES,CHAI LATTE,,16 COUNT,1 PACK,BOX,16 X 0.49 OZ,9.98,,
999999982068,CAFE ESCAPES,CAFE MOCHA,,16 COUNT,1 PACK,BOX,16 X 0.52 OZ,9.98,,
999999982069,GREAT VALUE,HOT COCOA MIX MILK CHOCOLATE FLAVORED,,18 COUNT,1 PACK,BOX,9.52 OZ,5.94,,
999999982070,GREAT VALUE,CAPPUCCINO MIX PUMPKIN SPICE NATURALLY FLAVORED,,18 COUNT,1 PACK,BOX,9.52 OZ,5.94,,
999999982071,GREAT VALUE,100% ARABICA FRENCH ROAST GROUND COFFEE DARK BOLD & TOASTY,,48 COUNT,1 PACK,BOX,16.7 OZ,14.98,,
999999982072,GREAT VALUE,100% ARABICA FRENCH ROAST GROUND COFFEE DARK BOLD & TOASTY,,12 COUNT,1 PACK,BOX,4.7 OZ,4.47,,
999999982073,GREAT VALUE,100% ARABICA DECAF BREAKFAST BLEND MEDIUM GROUND COFFEE BRIGHT & CITRUSY,,48 COUNT,1 PACK,BOX,15.1 OZ,14.98,,
999999982074,GREAT VALUE,100% ARABICA DECAF BREAKFAST BLEND MEDIUM GROUND COFFEE BRIGHT & CITRUSY,,12 COUNT,1 PACK,BOX,3.7 OZ,4.47,,
999999982075,GREAT VALUE,100% ARABICA COLOMBIAN GROUND COFFEE MEDIUM DARK GROUND COFFEE BRIGHT & FRUITY,,12 COUNT,1 PACK,BOX,4 OZ,4.47,,
999999982076,GREAT VALUE,100% ARABICA TRIPLE CHOCOLATE MEDIUM ARABICA COFFEE,,12 COUNT,1 PACK,BOX,4.44 OZ,4.47,,
999999982077,GREAT VALUE,100% ARABICA CREAMY HAZELNUT MEDIUM ARABICA COFFEE,,12 COUNT,1 PACK,BOX,4.06 OZ,4.47,,
999999982078,GREAT VALUE,ENTERTAINMENT COLLECTION POD VARIETY PACK,,56 COUNT,1 PACK,BOX,23.6 OZ,,,
999999982079,GREAT VALUE,100% ARABICA FRENCH VANILLA MEDIUM SWEET & CREAMY,,48 COUNT,1 PACK,BOX,15.91 OZ,14.98,,
999999982080,GREAT VALUE,100% ARABICA FRENCH VANILLA MEDIUM SWEET & CREAMY,,12 COUNT,1 PACK,BOX,3.98 OZ,4.47,,
999999982081,GREAT VALUE,100% ARABICA PUMPKIN SPICE MEDIUM,,12 COUNT,1 PACK,BOX,4.44 OZ,4.47,,
999999982082,GREAT VALUE,100% ARABICA TOASTED COCONUT LIGHT ARABICA COFFEE,,12 COUNT,1 PACK,BOX,3.99 OZ,4.47,,
999999982083,GREAT VALUE,100% ARABICA CARAMEL CREME MEDIUM  ARABICA COFFEE,,12 COUNT,1 PACK,BOX,4.44 OZ,4.47,,
999999982084,GREAT VALUE,100% ARABICA DONUT SHOP MEDIUM  BRIGHT & BALANCED,,96 COUNT,1 PACK,BOX,36.91 OZ,25,,
999999982085,GREAT VALUE,100% ARABICA DONUT SHOP MEDIUM  BRIGHT & BALANCED,,48 COUNT,1 PACK,BOX,18.4 OZ,14.98,,
999999982086,GREAT VALUE,100% ARABICA DECAF BREAKFAST BLEND MEDIUM GROUND COFFEE BRIGHT & CITRUSY,,3 COUNT,1 PACK,BOX,,1.98,,
999999982087,GREAT VALUE,100% ARABICA BREAKFAST BLEND GROUND COFFEE MEDIUM BRIGHT & CITRUSY,,96 COUNT,1 PACK,BOX,31.83 OZ,25,,
999999983264,UNKNOWN PRODUCT,,,,,,,,,
999999983115,NOT SURE,,,,,,,,,
999999982088,GREAT VALUE,100% ARABICA HOUSE BLEND GROUND COFFEE MEDIUM BOLD & NUTTY,,48 COUNT,1 PACK,BOX,14.98,,,
999999982089,DUNKIN' DONUTS,COLD BREW COFFEE BRAND,,,,CANISTER,,,,
999999982090,HERSHEYS,FORTO COFFEE,,,,CANISTER,,,,
999999982091,GREAT VALUE,100% ARABICA COLOMBIAN GROUND COFFEE MEDIUM DARK BRIGHT & FRUITY,,96 COUNT,1 PACK,BOX,,25,,
999999982092,GREAT VALUE,100% ARABICA FRENCH ROAST GROUND COFFEE DARK BOLD & TASTY,,12 COUNT,1 PACK,BOX,,4.47,,
999999982093,NESTLE,COFFEEMATE CARAMEL MACCHIATO ,,1 COUNT,1 PACK,CANISTER,15 OZ,3.57,,
999999982094,NESTLE,COFFEE-MATE FRENCH VANILLA ,,1 COUNT,1 PACK,CANISTER,15 OZ,3.98,,
999999982095,GREAT VALUE,ORGANIC HALF CAFF GROUND COFFEE,,12 COUNT,1 PACK,BOX,3.98 OZ,4.47,,
2_999999982095,2_GREAT VALUE,ORGANIC HALF CAFF GROUND COFFEE,,12 COUNT,1 PACK,BOX,3.98 OZ,4.47,,BOTTOM VIEW
999999982096,GREAT VALUE,COFFEE CREAMER ORIGINAL,,1 COUNT,1 PACK,BOTTLE,35.3 FL OZ,3.82,,
1_999999982096,1_GREAT VALUE,COFFEE CREAMER ORIGINAL,,1 COUNT,1 PACK,BOTTLE,35.3 FL OZ,3.82,,SIDE VIEW
999999982097,GLORIA JEAN'S,BRAND,,,,BOX,,,,
999999982098,PEETS,BRAND,,,,BOX,,,,
2_999999982098,2_PEETS,BRAND,,,,BOX,,,,BOTTOM VIEW
999999982099,PEETS,MAJOR DICKASON BLEND DARK ROAST COFFEE ,,32 COUNT,1 PACK,BOX,,21.48,,
999999982100,TEA,,,,,BOX,,,,
999999982101,STARBUCKS,PEPPERMINT MOCHA CAFFE LATTE ,,9 COUNT,1 PACK,BOX,15.2 OZ,6.42,,
999999982102,GREAT VALUE,CAPPUCCINO MIX MOCHA MACCHIATO ,,18 COUNT,1 PACK,BOX,9.52 OZ,5.94,,
999999982103,GREEN MOUNTAIN,DARK MAGIC DARK ROAST,,18 COUNT,1 PACK,BOX,,9.98,,
999999982104,GREEN MOUNTAIN,CARAMEL VANILLA CREAM ,VALUE PACK,48 COUNT,1 PACK,BOX,,22.98,,
999999982105,STARBUCKS,CLASSIC HOT COCOA,,16 COUNT,1 PACK,BOX,,10.98,,
1_999999982105,1_STARBUCKS,CLASSIC HOT COCOA,,16 COUNT,1 PACK,BOX,,10.98,,SIDE VIEW
999999982106,STARBUCKS,KEURIG TOASTED GRAHAM,,16 COUNT,1 PACK,BOX,,10.98,,
999999982107,STARBUCKS,KEURIG TOFFEENUT,,16 COUNT,1 PACK,BOX,,10.98,,
1_999999982107,1_STARBUCKS,KEURIG TOFFEENUT,,16 COUNT,1 PACK,BOX,,10.98,,SIDE VIEW
999999982108,CAFE ESCAPES,KEURIG HOT CAFE CARAMEL,,16 COUNT,1 PACK,BOX,,9.98,,
999999982109,KAHLUA,ORIGINAL LIGHT ROAST COFFEE,,18 COUNT,1 PACK,BOX,,9.98,,
999999982110,THE ORIGINAL DONUT SHOP,SWEET & CREAMY REGULAR,,18 COUNT,1 PACK,BOX,,9.98,,
2_999999982110,2_THE ORIGINAL DONUT SHOP,SWEET & CREAMY REGULAR,,18 COUNT,1 PACK,BOX,,9.98,,BOTTOM VIEW
999999982111,THE ORIGINAL DONUT SHOP,SWEET & CREAMY NUTTY CARAMEL,,18 COUNT,1 PACK,BOX,,9.98,,
2_999999982111,2_THE ORIGINAL DONUT SHOP,SWEET & CREAMY NUTTY CARAMEL,,18 COUNT,1 PACK,BOX,,9.98,,BOTTOM VIEW
999999982112,THE ORIGINAL DONUT SHOP,DARK,,18 COUNT,1 PACK,BOX,,9.98,,
2_999999982112,2_THE ORIGINAL DONUT SHOP,DARK,,18 COUNT,1 PACK,BOX,,9.98,,BOTTOM VIEW
999999982113,STARBUCKS,MOCHA COFFEE LATTE,,9 COUNT,1 PACK,BOX,,10.98,,
999999982114,COMMUNITY COFFEE,NEW ORLEANS BLEND,,1 COUNT,1 PACK,POUCH,12 OZ,,,
999999982115,COMMUNITY COFFEE,BRAND,,,,POUCH,,,,
999999982116,PEETS,MEDIUM ROAST COFFEE BIG BANG,,16 COUNT,1 PACK,BOX,43 OZ,8.22,,
999999982117,PEETS,MEDIUM ROAST COFFEE CAFE DOMINGO,,16 COUNT,1 PACK,BOX,,10.78,,
999999982118,PEETS,DARK ROAST COFFEE FRENCH ROAST,,6 COUNT,1 PACK,BOX,,,,
999999982119,PEETS,DARK ROAST COFFEE FRENCH ROAST,,16 COUNT,1 PACK,BOX,,10.78,,
999999982120,STARBUCKS,KEURIG HOLIDAY BLENDS 2018,,32 COUNT,1 PACK,BOX,,19.98,,
999999982121,NESCAFE,CLASICO LIGHT MEDIUM DARK,,18 COUNT,1 PACK,BOX,,9.98,,
999999982122,GREEN MOUNTAIN,BREAKFAST BLEND DECAF LIGHT ROAST,,48 COUNT,1 PACK,BOX,,22.98,,
999999982123,NESTLE ,COFFEE MATE HAZELNUT,,1 COUNT,1 PACK,CANISTER,15 OZ,3.57,,
999999982124,NESTLE,COFFEE MATE CREAMY CHOCOLATE,,1 COUNT,1 PACK,CANISTER,15 OZ,3.57,,
999999982125,NESLE,2 IN 1 COFFEE+CREAMER FRENCH VANILLA ,,10 COUNT,1 PACK,BOX,,,,
999999982126,NESTLE,2 IN 1 COFFEE+CREAMER HAZELNUT,,10 COUNT,1 PACK,BOX,,,,
999999982127,COMMUNITY COFFEE,BREAKFAST BLEND MEDIUM ROAST,,1 COUNT,1 PACK,POUCH,12 OZ,5.74,,
999999982128,Gloria jean's,BUTTER TOFFEE,,18 count,1 pack,BOX,,9.98,,
999999982129,Great value,100% Arabica Colombian Medium DARK Ground Coffee,,1 count,1 pack,POUCH,32 OZ,8.76,,
999999982130,Great value,100% Arabica DONUT SHOP GROUND COFFEE Medium BRIGHT & BALANCE,,1 count,1 pack,POUCH,12 oz,3.88,,
999999982131,Great value,100% Arabica DONUT SHOP GROUND COFFEE Medium BRIGHT & BALANCE,,1 count,1 pack,POUCH,32 OZ,8.76,,
999999982132,Great value,100% Arabica French Roast Ground Coffee Dark BOLD & TOASTY,,1 count,1 pack,POUCH,32 OZ,8.76,,
999999982133,Great value,CLASSIC ROAST DECAF GROUND COFFEE MEDIUM RICH & SMOOTH,,1 count,1 pack,CANISTER,30.5 OZ,,,
999999982134,Starbucks,VIA INSTANT LATTE WHITE CHOCOLATE MOCHA,,5 COUNT,1 pack,POUCH,,5.98,,
999999982135,Starbucks,CAFFE MOCHA,,5 COUNT,1 pack,BOX,,5.62,,
999999982136,Maxwell house,CAFE VIENNA,,1 count,1 pack,BOX,9 OZ,5.66,,
999999982137,MAXWELL HOUSE,THE ORIGINAL ROAST MEDIUM,,1 COUNT,1 PACK,CANISTER,30.6 OZ,6.93,,
999999982138,FOLGERS,KEURIG HOT CLASSIC ROAST MEDIUM,VALUE PACK,36 COUNT,1 PACK,BOX,,19.98,,
999999982139,TULLY’S COFFEE,FRENCH ROAST,,18 COUNT,1 PACK,BOX,,9.98,,
999999982140,MAXWELL HOUSE,SMOOTH BOLD,,18 COUNT,1 PACK,BOX,,9.48,,
999999982141,NEWMAN’S OWN,ORGANICS SPECIAL BLEND,,48 COUNT,1 PACK,BOX,,22.98,,
999999982142,STARBUCKS,VIA INSTANT SWEETENED ICED COFFEE,,6 COUNT,1 PACK,POUCH,,5.62,,
999999982143,EIGHT O’CLOCK,BRAND,,,,POUCH,,,,
999999982144,GREAT VALUE,BRAND,,,,BOX,,,,
999999982145,DUNKIN' DONUTS,BRAND,,,,CANISTER,,,,
999999982146,FOLGERS,BRAND,,,,JAR,,,,
999999982147,FOLGERS,BRAND,,,,BOX,,,,
999999982148,GREAT VALUE,BRAND,,,,CANISTER,,,,
999999982149,NESTLE,BRAND,,,,CANISTER,,,,
1_999999982096,1_GREAT VALUE,COFFEE CREAMER ORIGINAL,,1 COUNT,1 PACK,BOX,35.3 FL OZ,3.82,,SIDE VIEW
999999982150,MCCAFE,FRENCH ROAST,,18 COUNT,1 PACK,BOX,,9.98,,
999999982151,THE COFFEE BEAN,COSTA RICA MEDIUM ROAST COFFEE,,16 COUNT,1 PACK,BOX,,8,,
999999982152,SEATTLE’S BEST,HOUSE BLEND MEDIUM COFFEE,,18 COUNT,1 PACK,BOX,,,,
999999982153,JAVA HOUSE,BRAND,,,,BOX,,,,
999999982154,KAUAI COFFEE,BRAND,,,,BOX,,,,
999999982156,GEVALIA ,BRAND,,,,BOX,,,,
999999982155,GREAT VALUE,BRAND,,,,JAR,,,,
999999982157,GREEN MOUNTAIN,BRAND,,,,BOX,,,,
999999982158,DUNKIN' DONUTS,BRAND,,,,BOX,,,,
999999982159,GEVALIA ,CAPPUCCINO,,9 COUNT,1 PACK,BOX,,10.94,,
999999982160,NEWMAN’S OWN,BRAND,,,,BOX,,,,
999999982161,FOLGERS,MORNING CAFE,,36 COUNT,1 PACK,BOX,,,,
999999982162,STARBUCKS,VERANDA BLEND,,32 COUNT,1 PACK,BOX,,,,
999999982163,STARBUCKS,HOLIDAY BLEND ,,16 COUNT,1 PACK,BOX,,,,
999999982164,STARBUCKS,PEPPERMINT MOCHA CAFFE LATTE ,,18 COUNT,1 PACK,BOX,,,,
999999982165,STARBUCKS,VANILLA FLAVORED COFFEE,,16 COUNT,1 PACK,BOX,,,,
999999982166,GLORIA JEAN'S,MACADAMIA COFFEE,,18 COUNT,1 PACK,BOX,,,,
999999982167,GREEN MOUNTAIN,VANILLA ESPRESSO ROAST,,6 COUNT,1 PACK,BOX,,,,
999999982168,1850,BRAND,,,,BOX,,,,
999999982169,NESCAFE,BRAND,,,,JAR,,,,
999999982170,STARBUCKS,BRAND,,,,BOX,,,,
999999982171,STARBUCKS,MOCHA caffe LATTE,,9 COUNT,1 PACK,BOX,,,,
999999982172,STARBUCKS,pumpkin spice caffe latte,,9 COUNT,1 PACK,BOX,,,,
999999982173,STARBUCKS,BRAND,,,,POUCH,,,,
999999982174,GREAT VALUE,BRAND,,,,POUCH,,,,
999999982175,ANTHEM,BRAND,,,,CANISTER,,,,
999999982176,NESCAFE,BRAND,,,,BOX,,,,
999999982177,SEATTLE’S BEST,BRAND,,,,POUCH,,,,
999999982178,GEVALIA ,BRAND,,,,POUCH,,,,
999999982179,STARBUCKS,BRAND,,,,CANISTER,,,,
999999982180,MCCAFE,BRAND,,,,CANISTER,,,,
999999982181,MCCAFE,BRAND,,,,POUCH,,,,
999999982182,CAFESPRESSO,BRAND,,,,BOX,,,,
999999982183,LAVAZZA,BRAND,,,,BOX,,,,
999999982184,1850,BRAND,,,,BOTTLE,,,,
999999982185,MCCAFE,BRAND,,,,BOX,,,,
999999982186,GEVALIA ,BRAND,,,,BOTTLE,,,,
999999982187,JAVA HOUSE,BRAND,,,,POUCH,,,,
6_999999982187,6_JAVA HOUSE,BRAND,,,,POUCH,,,,ANGLED VIEW
6_999999982153,6_JAVA HOUSE,BRAND,,,,BOX,,,,ANGLED VIEW
4_999999982146,4_FOLGERS,BRAND,,,,JAR,,,,REAR VIEW
1_999999982146,1_FOLGERS,BRAND,,,,JAR,,,,SIDE IEW
999999982188,GEVALIA ,SIGNATURE BLEND,,,1 PACK,BOX,,,,
999999982189,GEVALIA ,COLOMBIA,,,1 PACK,BOX,,,,
999999982190,USED IN SHELF FIXTURES,,,,,,,,,
999999982191,DUNKIN' DONUTS,KEURIG HOT,,16 COUNT,1 PACK,BOX,,,,
999999982192,DUNKIN' DONUTS,KEURIG HOT,,32 COUNT,1 PACK,BOX,,,,
5_999999982173,5_STARBUCKS,BRAND,,,,POUCH,,,,PARTIAL VIEW
6_999999982144,6_GREAT VALUE,BRAND,,,,BOX,,,,ANGLED VIEW
6_999999982145,6_DUNKIN' DONUTS,BRAND,,,,CANISTER,,,,ANGLED VIEW
999999982194,GEVALIA,KEURIG HOT MOCHA LATTE,,9 COUNT,1 PACK,BOX,,,,
2_999999982003,2_PEETS COFFEE,DARK ROAST COFFEE MAJOR DICKANSON’S BLEND,,16 COUNT,1 PACK,BOX,7.5 OZ,10.78,,BOTTOM VIEW
2_999999982099,2_PEETS,MAJOR DICKASON BLEND DARK ROAST COFFEE ,,32 COUNT,1 PACK,BOX,,21.48,,BOTTOM VIEW
2_999999982116,2_PEETS,MEDIUM ROAST COFFEE BIG BANG,,16 COUNT,1 PACK,BOX,43 OZ,8.22,,BOTTOM VIEW
2_999999982117,2_PEETS,MEDIUM ROAST COFFEE CAFE DOMINGO,,16 COUNT,1 PACK,BOX,,10.78,,BOTTOM VIEW
2_999999982118,2_PEETS,DARK ROAST COFFEE FRENCH ROAST,,6 COUNT,1 PACK,BOX,,,,BOTTOM VIEW
2_999999982119,2_PEETS,DARK ROAST COFFEE FRENCH ROAST,,16 COUNT,1 PACK,BOX,,10.78,,BOTTOM VIEW
999999982195,PEETS,BRAND,,,,POUCH,,,,
999999982196,PEETS,HOUSE BLEND DECAF DARK ROAST COFFEE,,16 COUNT,1 PACK,BOX,,,,
2_999999982003,2_PEETS COFFEE,DARK ROAST COFFEE MAJOR DICKANSON’S BLEND,,16 COUNT,1 PACK,BOX,7.5 OZ,10.78,,BOTTOM VIEW
2_999999982099,2_PEETS,MAJOR DICKASON BLEND DARK ROAST COFFEE ,,32 COUNT,1 PACK,BOX,,21.48,,BOTTOM VIEW
2_999999982116,2_PEETS,MEDIUM ROAST COFFEE BIG BANG,,16 COUNT,1 PACK,BOX,43 OZ,8.22,,BOTTOM VIEW
2_999999982117,2_PEETS,MEDIUM ROAST COFFEE CAFE DOMINGO,,16 COUNT,1 PACK,BOX,,10.78,,BOTTOM VIEW
2_999999982118,2_PEETS,DARK ROAST COFFEE FRENCH ROAST,,6 COUNT,1 PACK,BOX,,,,BOTTOM VIEW
2_999999982119,2_PEETS,DARK ROAST COFFEE FRENCH ROAST,,16 COUNT,1 PACK,BOX,,10.78,,BOTTOM VIEW
999999982197,NEWMAN’S OWN,SPECIAL BLEND,,18 COUNT,1 PACK,BOX,,,,
999999982198,GREEN MOUNTAIN,BREAKFAST BLEND LIGHT ROAST,,18 COUNT,1 PACK,BOX,,,,
999999982199,THE COFFEE BEAN,SUMATRA MANDHELLING DARK ROAST COFFEE,,16 COUNT,1 PACK,BOX,,,,
2_999999982199,2_THE COFFEE BEAN,SUMATRA MANDHELING DARK ROAST COFFEE,,16 COUNT,1 PACK,BOX,,,,BOTTOM VIEW
999999982200,THE COFFEE BEAN,ORGANIC MEXICO MEDIUM ROAST COFFEE,,16 COUNT,1 PACK,BOX,,,,
999999982201,FOLGERS,BRAND,,,,POUCH,,,,
999999982202,DUNKIN' DONUTS,BRAND,,,,POUCH,,,,
999999982203,MAXWELL HOUSE,BRAND,,,,JAR,,,,
999999982204,USED IN SHELF FIXTURES,,,,,,,,,
999999982205,LAVAZZA,BRAND,,,,CANISTER,,,,
999999982206,GREEN MOUNTAIN,BREAKFAST BLEND,,54 COUNT,1 PACK,BOX,,,,
999999982207,GREEN MOUNTAIN,DARK MAGIC DARK ROAST,,54 COUNT,1 PACK,BOX,,,,
2_999999982203,2_MAXWELL HOUSE,BRAND,,,,JAR,,,,BOTTOM VIEW
999999982208,MAXWELL HOUSE,BRAND,,,,BOX,,,,
2_999999982208,2_MAXWELL HOUSE,BRAND,,,,BOX,,,,BOTTOM VIEW
6_999999982158,6_DUNKIN' DONUTS,BRAND,,,,BOX,,,,ANGLED VIEW
999999982209,FOLGERS,COLOMBIAN,,18 COUNT,1 PACK,BOX,,,,
999999982210,FOLGERS,COLOMBIAN,,18 COUNT,1 PACK,BOX,,,GREEN BOX,
999999982211,PEETS,HOLIDAY BLEND ,,16 COUNT,1 PACK,BOX,,,,
999999982212,GREEN MOUNTAIN,PUMPKIN SPICE,,18 COUNT,1 PACK,BOX,,,,
999999982213,DON FRANCISCO’S,BRAND,,,,CANISTER,,,,
1_999999982213,1_DON FRANCISCO’S,BRAND,,,,CANISTER,,,SIDE,
999999982214,CAFE BUSTELO,BRAND,,,,CANISTER,,,,
2_999999982156,2_GEVALIA ,BRAND,,,,BOX,,,,BOTTOM VIEW
